TF	z-score	(adj) p-value	(log) fold change	TF_target_enrichment	targets
HOXB8	-1.0			inf	EGR1
PHOX2A	-1.0			3.70090564915	CDKN1B, BMP2, CREB1
CBX5	-1.0	0.857628751658	0.0804440261885	3.07158427395	E2F6, YY1, TFDP2, TFDP1
POLR2E	-1.0	0.331530956755	0.294310333789	0.113792936659	NCBP1, NCBP2, ATM, HNRNPH1, SRSF10, FANCD2, GSK3B, ESRP2, ESRP1, HNRNPM, PTBP1, HNRNPF, CHEK1, BRCA1, HNRNPA1, TIAL1, ELL, MDC1, POLR2D, POLR2G, POLR2F, POLR2C, POLR2B, POLR2L, POLR2I, POLR2K, POLR2J, NFIC, NFIB, NFIA, GTF2F1, RBFOX2, GTF2F2, TIA1, FANCI, HOXA1, ATR, NFIX, SSB
NFATC1	-1.0	0.0110686205988	-0.782825219597	2.08100752592	PTGS2, TNFSF11, NFATC3, CD40LG, ADSS, PPP3R1, VAV2, GRIA2, IL2, RCAN2, EGFR, NFATC2, NOTCH1, EPO, ACTA1, MAPK10, CSF2, PPP3R2, PRKACG, PRKCZ, S100B, XPO1, MEF2C, TNFSF10, MYOD1, RAN, OSCAR, RBPJ, PIM1, MEF2A, PRKACB, NOD1, FOSL2, NUP214, CDK4, MYC, NPPA, SP3, FOS, IFNG, SP1, KPNB1, EDN1, TNF, FASLG, PPP3CA, EGR2, FKBP1A, MAPK8, CSNK2A1, IL2RA, DYRK1A, IL10, CXCL8, IL13, DAPP1, MEF2D, CSF1, NR4A1, GSK3B, IL6, PTEN, IL4, IL5, PRKACA, IL3, EGR3, MYL2, PPP3CB, PPP3CC, PPIA
TFDP1	-1.0	0.000505914466029	1.07359325874	6.34350159212	BRCA1, POLA1, PMAIP1, TYMS, DHFR, CDKN1B, CDKN1A, ATM, EZH2, RRM2, RRM1, XRCC1, EED, CBX5, PITX1, SERPINE1, CDC6, CAV1, UXT, SPI1, CCNA2, WASF1, CCNA1, CCNE2, CCNE1, RB1, CES5A, SUZ12, MYC, RANBP1, APAF1, TOP2A, PCNA, CDKN2C, SIRT1, TRIM28, RBL1, RBL2, IL2RA, CDC25C, CDC25A, MYBL2, PLAU, ORC1, CES1, CES3, CES2, MCM3, TK1, HIC1, CASP7, CCNB1, RBBP8, E2F2, E2F1, CCND1, TBP, CCND3, CCND2, TP73, RBBP4, MEF2C, CDK1, CDK2, CDK4, CDK6, CES4A, SULT2A1, CCNH, MCL1
TP63	-1.0	0.296857021145	-0.645788606121	0.873718238894	CD74, TP53, IRF6, MFGE8, CASP1, FAS, EGFR, BAX, PERP, TP53I3, SHH, DDIT4, CDH3, SNAI1, SERPINB5
IRF9	-1.0	0.0799379847749	0.320243035264	4.00130550161	HLA-C, HLA-B, HLA-A, HLA-G, HLA-F, HLA-E, MX1, IFNAR2, IFNAR1, IRF7, IFIT3, RSAD2, IFIT1, CEBPB, STAT2, SLC11A1, ADAR, EGR1, IFNB1, OAS1, OAS3, OAS2, ISG15, GBP2, RNASEL, BST2, IFITM3, IFITM2, IFITM1, FOS, MX2, IFI35, OASL, XAF1, IFIT2, TP53, EP300, IP6K2, IRF3, IRF2, IRF1, SAMHD1, IRF6, IRF5, IRF4, IFI6, PTGES2, IRF8, PSMB8, ISG20, CREBBP
TLE2	-1.0	0.000176476840054	-1.12124230128	2.62403214253	CTNNB1, TCF7, LEF1, TCF7L2, TCF7L1
NFKBIB	-1.0	0.415344460117	-0.202622390254	1.7808556422	EIF2AK1, EIF2AK3, EIF2AK2, EIF2AK4, CHUK, IKBKB, NFKB1, RELA
HOXA10	-1.0	0.939544956648	0.0315564829487	6.19436977246	TDO2, TP53, CDKN1A, EGR1, CDX4, IGFBP1, GZF1, KLF9, CDH1, SNAI1, CTCF
HOXB9	-1.0			3.70090564915	SHH, FGF2, BTG2
DLX3	-1.0	0.999556331462	-0.000292360627268	3.70090564915	PGF, DSPP, BMP2
MLXIPL	-1.0			5.3288105341	SIRT1, KLF10, ADIPOR2, ADIPOR1, BHLHE40, PPARGC1B, INS, PNPLA3, CCND1, FASN, NR2F2, ADIPOQ, POU2F1
RXRG	-1.0			1.42781911828	AKT1, PRKCA, RPS6KB1, NRIP1, ITGA6, MAPK3, KLK3, PRKCG, ABCA1, MAPK1
FOXF2	-1.0			inf	TWIST1
SHOX2	-1.0	0.297695233876	0.406947065441	inf	TBX4
NCAPG2	-1.0	0.0129402005539	0.698251071728	0.470161228428	HIST2H2BE, HIST1H2AJ, HIST1H2AD, HIST1H2AC, SMC2, SMC4, RB1, H2AFV, NCAPD3, HIST1H2BD, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, HIST2H2AC, HIST1H2BJ, HIST1H2BK, NCAPH2, H2AFX, H2AFZ, HIST3H3, H2AFJ
CD74	-1.0	0.285846233331	0.735364443245	1.28698072494	AL645941.2, TP63, CTSL, LGMN, IFNG, CXCL8, CTSB, CCND1, BCL2, CTSS, HLA-DMA
MAFB	-1.0	0.0082842085663	1.54781516108	inf	PROX1
WRN	-1.0	0.823993269262	-0.104114920944	2.62403214253	TP53, AKR1B1, HDC, SERPINE1, NHEJ1
HDAC11	-1.0	0.0997493136154	-0.36697761134	3.07158427395	IL10, TNFSF4, SERPINE1, CASP9
TLE3	-1.0	3.70330416086e-06	-1.27533932156	2.62403214253	CTNNB1, TCF7, LEF1, TCF7L2, TCF7L1
PRPF19	-1.0	0.15497484101	-0.36160774789	inf	ELL
TOE1	-1.0	0.00035333064657	-0.760002241856	inf	EGR1
ATF4	-1.0	0.897150347698	0.0670458532482	4.03993695151	HSPA5, AKT1, AKT2, AKT3, CAMK1, GADD45A, CAMK4, IFNA17, DDIT3, CAMK2D, CAMK2G, CAMK2A, CAMK2B, BGLAP, CCND1, CXCL8, GSK3B, AHR, ULBP1, CCL2, LGR4, ERVFRD-1, ASNS, TRIB3, GAST, TLR2, APOE, PTH, PRKG1, PRKG2, MAP1LC3B, SIRT1, IGFBP1, VEGFA, PTPN1, FGF2, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, RPS6KA6, DDR2, HMOX1, CYP2E1, INS, CREM, PRKD3, CREBBP, FGF21, CTH, NLRP1, PSEN1, MAPK3, FGF19, MAPK1, MTOR, SIGMAR1, IRF7, EP300, IFNA2, EIF2AK3, GPT2, ALB, EIF2AK4, PPP1R15A, KEAP1, PRKACG, PRKACA, PRKACB, PRKD1, PRKD2, CDC42, CAMK1G, CTNNB1, LATS1, MCL1, EIF2S1, PGF, HERPUD1, MAPKAPK2, ARHGDIA, PRMT1, PRKCA, PRKCB, PRKCG, PPP1CB, PPP1CC, PPP1CA, ATF3
UTRN	-1.0	0.0154943329522	-0.607081372408	2.00695912327	SSPN, SP1, JUN, PPARGC1A, AGRN, AKT1, RHOA
ID1	-1.0	0.943614881479	-0.0341663702631	1.17583727833	HDAC1, TGFB1, SMAD9, SMAD4, SMAD5, EGFR, SMAD1, RAP1A, EGF, CEBPB, KLF17, THBS1, MAPK7, SRC, GJA1, ZG16, TMPRSS6, RAP1B, BMP4, VEGFA, PRAM1, BMP7, BMP6, HJV, BMP2, CCND1, ID2, NOTCH1, IL6, PTEN
ERCC3	-1.0	0.54087898456	0.113928322559	1.7808556422	BRCA1, ATM, ELL, MDC1, ATR, FANCD2, FANCI, CHEK1
FOXK1	-1.0	0.00519437270757	-0.602258801106	3.70090564915	FHL2, DNMT3A, JUN
MDC1	-1.0	0.0278488730554	-0.70376351823	0.0963810086212	GTF2H4, NELFB, ERCC2, NELFA, NELFE, ELOB, ELOC, ELOA, CCNT1, CCNT2, CDK12, SUPT5H, SSRP1, ERCC3, ELL, GTF2H3, GTF2H2, GTF2H1, ELOA2, ELOA3, POLR2E, POLR2D, POLR2G, POLR2F, SUPT16H, POLR2C, POLR2B, POLR2L, MNAT1, TCEA1, POLR2I, POLR2K, POLR2J, GTF2F1, GTF2F2, CTDP1, SUPT4H1, CDK7, CDK9, CCNH, CCNK
GTF2H1	-1.0	0.857722879984	0.0519219638252	1.7808556422	BRCA1, ATM, ELL, MDC1, ATR, FANCD2, FANCI, CHEK1
RBBP4	-1.0	0.77097630471	-0.175818339167	2.40543196115	SMAD4, SMAD2, SMAD3, CDC6, PLK1, CCNE2, UBTF, TAF1B, GLI3, GLI1, TERT, TOP2A, PCNA, RBL1, RBL2, E2F6, CDC25A, CCNB1, CCNB2, TAF1A, E2F1, TAF1D, TBP, HOXA1, TFDP2, TFDP1
SCT	-1.0			4.73514653451	NR0B2, FOS
NKX2-2	-1.0			1.28698072494	EFNB3, SIM1, NEUROD1, SIRT2, NKX6-2, OTX2, ACTA1, SHH, OLIG2, FGF2, NKX6-1
CREB1	-0.894427191	0.0710930389879	0.401585893811	4.26194816825	PCK2, MUSK, PCK1, GSTA2, AKT1, AKT2, AKT3, BDNF, ADIPOQ, CAMK1, PIK3CA, MAP3K1, CAMK4, CYP51A1, EDN1, AQP2, SHC1, CAMK2D, CAMK2G, CAMK2A, CAMK2B, PER1, PRKAR2A, ORMDL3, EPO, CCND1, ADCY8, GSK3B, PTEN, GRB2, GFRA1, NGB, TRH, CDKN1A, CRTC2, PSENEN, AANAT, SERPINE1, IL6, SLC11A1, SPP1, JUN, PPARGC1A, NR4A2, SREBF1, PRKG1, NF1, PRKG2, CCL20, SIRT2, SIRT1, GCG, FOS, VEGFA, AKR7A2, RPS6KA1, RPS6KA3, RPS6KA4, GZMB, SST, HMOX1, HMOX2, CREM, CREBBP, ACE, ILK, RET, MAPK14, PRKAR2B, MAPK11, MAPK12, MAPK13, IGF2R, NPY, CGA, CIITA, ASPH, MAPK3, MAPK1, DUSP1, NTF3, IL17A, PRKAR1A, PRKAR1B, EP300, SOS1, IL11, FOXO1, IRS2, LEP, PRKACG, CHRD, IL2, PRKACB, PRKD1, PRKD2, PRKD3, CAMK1G, G6PC, PLCG1, MITF, UGT1A6, INS, PDYN, CRABP2, CEBPD, TAC1, LDHA, NOS3, CYR61, CRYZ, PRKCA, PRKCB, PRKCG, AR, SKIL, PHOX2A, PRKACA, CIDEC, PPP1CB, PPP1CC, PPP1CA, GDNF, MAPT, MMP2, ATF3, BCL2
IKBKB	-0.832050294338	0.0254569907263	-0.366536783187	2.1370785163	NGF, TNFSF10, MAP4K4, NFKBIB, USP2, NFKBIA, USP4, IRS1, NFKBIE, FOXO3, TNFRSF10B, TNFRSF10A, AKT3, NGFR, ZBP1, FOXO4, CASP8, TSC2, USP21, TSC1, TICAM1, RIPK1, TIRAP, TWIST1, FAS, MAP3K1, MAP3K7, TRADD, TBC1D7, TLR6, FADD, IRAK2, NFKB1, RELA, MYD88, CDKN1A, IRAK4, HMGB1, PRKCI, IL6, TRAF2, SMAD7, IRS2, TRAF6, PEBP1, PRKCA, CARD11, PRKCB, PRKCE, CHUK, AKT2, PRKCZ, FASLG, LY96, PRKCQ, NFKB2, RIPK3, RACK1, SQSTM1, TNFRSF1A, TP53, AKT1, IRS4, CXCL8, TAB1, RPS6KA1, FOXO1, TNFAIP3, TLR2, PTEN, TLR1, CYLD, MALT1, TLR4, MAP3K3, PDPK1, RIPK2, BTK, TLR3
KLF4	-0.832050294338	1.37468586836e-07	-1.56220768803	6.87066062807	LGR5, CCL2, CDKN1B, BIRC5, GPAT3, CTNNB1, SLC4A7, FOXM1, MYOCD, IL1B, S100A14, AQP3, CEBPB, APOE, NANOG, LILRB1, TWIST1, LDHA, EGR1, MAPK7, PLAUR, CDH1, IL10, TERT, CDH5, CDKN1A, FSD1, NOS3, IL17A, CD34, LEFTY1, EDN1, SPI1, VEGFA, SNAI2, STAT3, SNAI1, SLC39A4, TAGLN, EP300, BMP6, ATIC, TP53, FSD1L, PPARG, CCND1, SELE, ITGAD, SLC2A4, NOTCH1, TCF7L2, IRF4, MFN2, PAX6, KRT12, BMP4, HDC, MMP2, ATF3, KRT18
HMGB1	-0.832050294338	0.251072850768	0.235016531664	13.5757288326	RELA, TNFSF11, IKBKB, WASL, RHOA, FLT1, EGR1, IFNB1, ICAM1, CXCR4, NFKB1, NFKB2, CDH5, AQP4, H1F0, HSPB1, CHUK, DFFB, PPARG, VEGFA, VCAM1, HIST1H1D, HIST1H1E, PTGES, HIST1H1A, HIST1H1B, HIST1H1C, F3, TNFRSF1B, SELE, ALB, TLR2, TLR4, MMP9, AMIGO2
H2AFV	-0.816496580928	0.996683349723	-0.00127116118324	0.520604427179	NCAPG2, H2AFX, SMC2, HIST1H2AJ, SMC4, MAPK14, ANAPC1, MAPK11, HIST2H2BE, CBX8, CBX6, CBX4, MAPKAPK3, CBX2, HIST1H2AC, EHMT1, CEBPB, EHMT2, CDC16, ANAPC15, UBTF, ANAPC11, ANAPC10, RB1, ANAPC4, HIST1H2AD, ANAPC7, PHC3, KDM6B, NFKB1, RELA, ANAPC16, RPS27A, UBB, PHC2, UBE2E1, BMI1, NCAPD3, HIST1H2BD, KLK2, KLK3, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, ANAPC2, ANAPC5, HIST2H2AC, HIST1H2BJ, HIST1H2BK, CDC26, NCAPH2, UBE2D1, CDC27, CXCL8, UBE2C, FZR1, CDC23, RING1, IL6, UBA52, H2AFZ, HOXA1, UBC, RNF2, H2AFJ
ANAPC11	-0.816496580928	0.156515518308	0.480313936558	1.41463194061	MAD2L2, MAD2L1, PPP3R2, PPP3R1, BUB1B, CDKN1B, CDKN1A, FBXO5, HIST2H2BE, HIST1H2AJ, HIST1H2AD, HIST1H2AC, PPP3CB, CCNA2, CCNA1, CCNE2, CCNE1, PTTG1, PTTG2, BUB3, CCNB1, HIST1H2BD, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, HIST2H2AC, HIST1H2BJ, HIST1H2BK, CCNB3, CCNB2, H2AFV, CXCL8, FZR1, H2AFX, CDC14B, CDC14A, CDC20, IL6, CDK2, H2AFZ, PPP3CA, CDC20B, PPP3CC, H2AFJ
HIST2H2BE	-0.816496580928	0.187244791319	-0.810394467068	0.406295564827	NCAPG2, TEX15, CDC23, SMC2, RPS27A, SMC4, MAPK14, ANAPC1, H2AFZ, CBX8, CBX6, CBX4, MAPKAPK3, CBX2, HIST1H2AC, EHMT1, CEBPB, EHMT2, CDC16, ANAPC15, ANAPC5, UBTF, ANAPC11, ANAPC10, RB1, HIST2H2AC, HIST1H2AD, ANAPC7, PHC3, KDM6B, NFKB1, RELA, ANAPC16, SIRT1, UBB, MND1, PHC2, UBE2E1, BMI1, PSMC3IP, NCAPD3, HIST1H2BD, KLK2, KLK3, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, ANAPC2, RAD51C, ANAPC4, HIST1H2BJ, HIST1H2BK, CDC26, NCAPH2, UBE2D1, CDC27, CXCL8, UBE2C, FZR1, H2AFX, RING1, IL6, UBA52, HIST1H2AJ, H2AFV, HOXA1, UBC, RNF2, H2AFJ, MAPK11
HIST1H2BD	-0.816496580928	0.275375722564	-0.44308527231	0.4271202222	NCAPG2, TEX15, H2AFX, SMC2, RPS27A, SMC4, MAPK14, ANAPC1, MAPK11, HIST2H2BE, CBX8, CBX6, CBX4, MAPKAPK3, CBX2, HIST1H2AC, EHMT1, CEBPB, EHMT2, CDC16, ANAPC15, ANAPC5, UBTF, ANAPC11, ANAPC10, RB1, HIST2H2AC, HIST1H2AD, RING1, ANAPC7, PHC3, KDM6B, NFKB1, RELA, ANAPC16, UBB, MND1, PHC2, UBE2E1, BMI1, PSMC3IP, NCAPD3, KLK2, KLK3, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, ANAPC2, RAD51C, ANAPC4, HIST1H2BJ, HIST1H2BK, CDC26, NCAPH2, UBE2D1, CDC27, CXCL8, UBE2C, FZR1, CDC23, H2AFZ, IL6, UBA52, HIST1H2AJ, H2AFV, HOXA1, UBC, RNF2, H2AFJ
ANAPC2	-0.816496580928	0.857835303083	-0.0418804929069	1.48228240974	MAD2L2, MAD2L1, PPP3R2, PPP3R1, BUB1B, CDKN1B, CDKN1A, CDC14A, HIST2H2BE, HIST1H2AJ, HIST1H2AD, HIST1H2AC, PPP3CB, CCNA2, CCNA1, CCNE2, CCNE1, PTTG1, PTTG2, BUB3, CCNB1, HIST1H2BD, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, HIST2H2AC, HIST1H2BJ, HIST1H2BK, CCNB3, CCNB2, H2AFV, CXCL8, FZR1, H2AFX, CDC14B, H2AFZ, CDC20, IL6, CDK2, PPP3CA, CDC20B, PPP3CC, H2AFJ
GLI3	-0.816496580928	5.75314081076e-06	1.21338756051	0.927310303556	HDAC1, FBXW11, RBBP7, EVC, FUZ, SMO, TNFRSF10A, HDAC2, ARRB2, EVC2, HAND2, ARRB1, RBBP4, MKS1, SAP30, IFT88, GLI2, GLI1, SAP18, RPGRIP1L, IFT122, SIN3B, SIN3A, IFT52, IFT57, KIF7, INTU, PAX7, BMP4, VEGFA, SUFU, SHH, DYNC2H1, OFD1, KIF3A, BMP7, RAB23, BMP2, DZIP1, CCND1, IFT172, CCND2, TTC21B, PGPEP1, GSK3B, RUNX2, PRKACG, PRKACA, STK36, PRKACB, PTCH2, BCL2, PTCH1, HHIP
NR0B2	-0.816496580928			4.36600623209	DNMT1, YY1, TIMP1, CLOCK, HNF4A, NFKBIA, SLC7A1, SERPINE1, SPI1, COX2, EGR1, NPAS2, NR1H4, SCT, MYC, CYP7A1, NOS2, EHMT2, HGF, ATIC, TP53, G6PC, INS, NR1I2, FAT1, DSPP, ATF6, ILF3
HIST1H2BK	-0.816496580928	0.854049121858	-0.100392905921	0.4271202222	NCAPG2, TEX15, H2AFX, SMC2, RPS27A, SMC4, MAPK14, ANAPC1, MAPK11, HIST2H2BE, CBX8, CBX6, CBX4, MAPKAPK3, CBX2, HIST1H2AC, EHMT1, CEBPB, EHMT2, CDC16, ANAPC15, ANAPC5, UBTF, ANAPC11, ANAPC10, RB1, ANAPC4, HIST1H2AD, RING1, ANAPC7, PHC3, KDM6B, NFKB1, RELA, ANAPC16, HOXA1, MND1, PHC2, UBE2E1, BMI1, PSMC3IP, NCAPD3, HIST1H2BD, KLK2, KLK3, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, ANAPC2, RAD51C, HIST2H2AC, HIST1H2BJ, CDC26, NCAPH2, UBE2D1, CDC27, CXCL8, UBE2C, FZR1, CDC23, H2AFZ, IL6, UBA52, HIST1H2AJ, H2AFV, UBB, UBC, RNF2, H2AFJ
NANOG	-0.816496580928			2.37143486619	WNT3A, TGFB1, DPPA4, SUMO1, SMAD2, CTNNB1, TDGF1, MAPK12, SOX2, EIF5B, CEACAM1, STAT3, GDF3, DNMT1, EOMES, HDAC9, KLF5, KLF4, ZIC3, CDH2, HAS2, DAZL, DNMT3B, ESRRB, TFCP2L1, LIN28A, FOXD3, AR, POU5F1, SATB2, SNAI1, FGF2, PBX1, EPAS1, EPHA1, TP53, SOCS3, ZFP57, TLR4, SALL1, SMAD4, API5
HIST1H2AC	-0.816496580928	0.218058027594	-0.420341714669	0.520604427179	NCAPG2, H2AFX, HIST1H2AJ, SMC4, MAPK14, ANAPC1, MAPK11, HIST2H2BE, CBX8, CBX6, CBX4, MAPKAPK3, UBTF, EHMT1, CEBPB, EHMT2, CDC16, ANAPC15, SMC2, ANAPC11, ANAPC10, RB1, CBX2, HIST1H2AD, RING1, ANAPC7, PHC3, KDM6B, NFKB1, RELA, ANAPC16, RPS27A, UBB, PHC2, UBE2E1, BMI1, NCAPD3, HIST1H2BD, KLK2, KLK3, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, ANAPC2, ANAPC5, HIST2H2AC, HIST1H2BJ, HIST1H2BK, CDC26, NCAPH2, UBE2D1, CDC27, CXCL8, UBE2C, FZR1, CDC23, H2AFZ, IL6, UBA52, ANAPC4, H2AFV, HOXA1, UBC, RNF2, H2AFJ
H2AFX	-0.816496580928	0.961365404583	0.0220325494824	0.243498165135	HIST1H2BJ, NCAPG2, UBC, TEX15, STK11, SMC4, MAPK14, ANAPC1, CBX6, MAPK11, HIST2H2BE, CBX8, HIST1H2AD, CBX4, MAPKAPK3, CBX2, HIST1H2AC, EHMT1, CEBPB, UBTF, EHMT2, CDC16, ANAPC15, ANAPC5, SMC3, SMC2, ANAPC11, ANAPC10, RB1, DCLRE1C, H2AFZ, NBN, PHC3, PHC2, NFKB1, RELA, CHEK2, BRCA1, ANAPC16, RPS27A, TRIM28, HOXA1, MND1, MRE11, KDM6B, UBE2E1, BMI1, PSMC3IP, NCAPD3, MCM7, KLK2, KLK3, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, ANAPC2, RAD51C, HIST2H2AC, ANAPC7, HIST1H2BK, HIST1H2BD, NCAPH2, UBE2D1, CDC27, CDC26, UBE2C, FZR1, CDC23, RING1, ATM, IL6, HIST1H2AJ, UBA52, ANAPC4, H2AFV, UBB, CXCL8, RNF2, H2AFJ, UBE2N
ANAPC5	-0.816496580928	0.77026699817	0.134963969075	1.48228240974	MAD2L2, MAD2L1, PPP3R2, PPP3R1, BUB1B, CDKN1B, CDKN1A, CDC14A, HIST2H2BE, HIST1H2AJ, HIST1H2AD, HIST1H2AC, PPP3CB, CCNA2, CCNA1, CCNE2, CCNE1, PTTG1, PTTG2, BUB3, CCNB1, HIST1H2BD, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, HIST2H2AC, HIST1H2BJ, HIST1H2BK, CCNB3, CCNB2, H2AFV, CXCL8, FZR1, H2AFX, CDC14B, H2AFZ, CDC20, IL6, CDK2, PPP3CA, CDC20B, PPP3CC, H2AFJ
MEF2C	-0.816496580928	0.733983664838	-0.105101057571	0.973271966346	NFATC1, HDAC3, SOST, AUTS2, HDAC4, CKM, SLC2A14, NR3C1, SMAD2, PPARGC1A, MAPK14, AKT1, ACTA1, MYL2, GTF2A1, MAPK12, MAPK13, MYOG, NCOR2, SOX4, ADSS, GTF2E1, EP300, MYOD1, CABIN1, PPP3CB, JUN, CAMK4, RB1, SMAD4, MAPK7, PTP4A3, NKX2-5, HNRNPD, NPPA, SIRT1, ASCL1, ESRRA, CAMK2D, CAMK2G, CAMK2A, CAMK2B, KAT2B, VEGFA, GTF2F1, GATA4, FOXH1, MMP20, UBE2I, HDAC9, E2F3, E2F2, E2F1, NRL, F8, GTF3A, CREBBP, GRIP1, PPP3CA, NTF3, PPP3CC, TFDP1, MAPK11
NFE2L2	-0.707106781187	0.274452064672	-0.546240733116	5.31212863227	SLC2A4, HAMP, MST1R, GSTA2, NQO1, UGT1A6, UGT1A1, AKR1B10, CRBN, GLO1, ERBB2, RRAGD, DDIT3, SOD2, CRYZ, PRKCA, PRKCB, PPARG, VEGFA, VCAM1, FGF7, AKR7A2, FGF1, ABCG2, EIF2AK1, CXCL8, EIF2AK3, EIF2AK2, HMOX1, EIF2AK4, HMOX2, ATF3, ABCC3, SLC1A1, ABCC2, FGF21
H2AFZ	-0.707106781187	0.545901149464	-0.235908516297	1.0572016593	NCAPG2, PLAUR, CBX8, SMC4, MAPK14, ANAPC1, UBA52, MAPK11, HIST2H2BE, HIST1H2AJ, CBX6, CBX4, MAPKAPK3, CBX2, HIST1H2AC, EHMT1, CEBPB, EHMT2, CDC16, ANAPC15, UBTF, ANAPC11, ANAPC10, RB1, HIST2H2AC, HIST1H2AD, ANAPC7, PHC3, KDM6B, NFKB1, MYC, MYB, ANAPC16, SIRT1, RPS27A, UBB, H2AFX, PHC2, UBE2E1, BMI1, NCAPD3, HIST1H2BD, KLK2, KLK3, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, ANAPC2, ANAPC5, RELA, HIST1H2BJ, HIST1H2BK, CDC26, NCAPH2, UBE2D1, CDC27, CXCL8, UBE2C, FZR1, CDC23, RING1, IL6, CCND1, SMC2, ANAPC4, H2AFV, HOXA1, UBC, RNF2, H2AFJ
SHC3	-0.707106781187	0.00855342599309	1.6816727878	4.11202312844	PDGFRB, PDGFRA, PTK2, SRC, CSF1R, EGFR, EPHA2, INSR, NGFR, ABL1, FLT4, BDNF, BCR, FLT1, TEK, GRAP, FYN, NTRK1, NTRK2, NTRK3, JAK2, AXL, LYN, FGR, KDR, ZAP70, ERBB2, ERBB3, IGF1R, ERBB4, IL6R, NGF, HCK, FGFR4, FGFR2, FGFR3, FGFR1, SOS2, SOS1, SYK, KIT, MET, GRB2
E2F1	-0.688247201612			4.88614443806	HDAC1, CCNE1, PMAIP1, CDK1, DHFR, CDKN1B, LIN37, ATM, AKT1, EZH2, MCL1, XRCC1, EED, SERPINE1, CAV1, SPI1, CCNA2, HIC1, CCNA1, CCNE2, EGR1, RPS6KB1, LIN52, RB1, IL2RA, CES5A, SUZ12, LIN54, NFKB1, MYC, MYB, RANBP1, CDKN1A, APAF1, SULT2A1, PCNA, CDKN2C, SIRT1, TRIM28, RBL1, RBL2, NDN, SP1, CDC25A, CCNB1, PLAU, ORC1, CES1, CES3, CES2, MCM3, TK1, FGF2, WASF1, E2F7, CASP7, E2F5, E2F4, TP53, E2F2, LIN9, TERT, CCND1, TBP, CCND3, CCND2, TP73, RBBP4, MEF2C, TLR3, CDK2, E2F6, CDK4, CDK6, CES4A, IRF3, PAK5, HES1, CCNH, TFDP2, TFDP1
RXRA	-0.632455532034	0.00482523327543	-0.638039620027	3.18341880479	PCK1, FABP1, G0S2, CD36, FABP6, FABP4, ME1, UGT1A9, DLAT, TRIB3, APOA5, AGT, PLIN2, APOA1, APOA2, PLIN1, PDHX, CEBPA, GRHL1, RGL1, CPT2, NPAS2, ACADM, FHL2, ALAS1, TIAM2, ADIPOQ, ABCB4, PDHB, CYP7A1, EGF, TXNRD1, CPT1A, HMGCS1, HMGCS2, PDHA1, GLIPR1, NR4A1, PEX11A, TNFRSF21, LPL, PPARA, FADS1, SLC27A1, ANKRD1, CYP1A1, SLC2A4, CYP4A11, FDFT1, ACSL1, ABCB11, DLD, LEP, CTGF, ANGPTL4, HOXA1, ABCA1, SULT2A1
MYOD1	-0.632455532034			4.17682196872	WNT3A, NFATC1, MYH14, MYF5, MYF6, CKM, CDKN1A, CD34, KAT2B, MYLK, MAPK14, AKT1, AKT2, EZH2, MYL1, MSC, MKX, LEP, MYH6, CABIN1, MYOG, SOX6, SIX1, RB1, FSTL1, HBEGF, FGF18, MAPK7, MSX1, PAX7, EYA2, IGF2, FSD1, IGF1, ACACB, FRZB, GPC1, MSTN, SHH, RHOA, EP300, SEMA3A, RSPO2, BMP4, FSD1L, AKIRIN1, SDC4, NOTCH1, FOXC2, MEF2C, SIM2, MEF2A, SOX9, GRIP1, RBPJ, CREBBP, EIF4A2
GNB4	-0.632455532034	0.0114751007	0.539643492188	1.100019415	HTR5A, ADCY10, PIK3CD, ADCY9, MAPK14, CACNA2D2, MAPK10, MAPK11, MAPK12, MAPK13, GABBR1, GABBR2, ADCYAP1R1, DRD4, ADCY2, CNR1, PRKACB, KCNJ5, PREX1, CACNB3, CACNB2, CACNA1B, CACNA1C, CACNA1D, ADRA2A, CACNA1F, ADRA2C, MAPK3, PIK3R5, MAPK1, PIK3R3, PIK3CG, MAPK8, CACNA1S, PLCB1, PLCB2, PLCB3, PRKCA, CHRM4, CHRM2, PRKCG, AC007192.1, HTR7, OPRM1, PIK3CA, MTNR1B, MTNR1A, KCNJ3, ADCY5, ADCY6, ADCY7, RASGRF1, RASGRF2, ADCY3, ADCY4, KCNJ9, DRD2, DRD3, ADCY8, PRKACG, PIK3CB, PRKACA, CACNA1A, SCN1A, HTR1E, HTR1F, PRKCB, HTR1A, HTR1B, GPSM1
